ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr
2012-05-29 15:45:12,2012-05-29 15:45:13,1.556,192.168.0.250,184.82.139.38,51720,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:07.116
2012-05-29 10:16:08,2012-05-29 10:16:08,0.050,192.168.0.251,8.8.8.8,57760,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:53.158
2012-05-29 14:59:38,2012-05-29 14:59:40,2.295,192.168.0.250,184.82.139.38,51446,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:04.325
2012-05-29 14:44:06,2012-05-29 14:44:06,0.070,192.168.0.250,8.8.8.8,53892,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:03.408
2012-05-29 12:52:07,2012-05-29 12:52:07,0.049,192.168.0.251,8.8.8.8,59411,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:58.708
2012-05-29 13:26:29,2012-05-29 13:26:29,0.000,192.168.0.250,8.8.8.8,59905,53,UDP,........,0,0,2,130,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:00.108
2012-05-29 11:20:29,2012-05-29 15:47:22,16013.023,192.168.0.251,8.8.8.8,59943,53,UDP,........,0,0,4,260,2,162,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:55.317
2012-05-29 14:39:54,2012-05-29 14:40:01,6.938,192.168.0.251,46.105.227.69,51439,80,TCP,...AP.SF,0,0,12,934,5,373,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:03.408
2012-05-29 14:38:06,2012-05-29 14:38:07,1.582,192.168.0.250,184.82.139.38,51317,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:03.192
2012-05-29 08:42:47,2012-05-29 08:42:48,1.571,192.168.0.250,184.82.139.38,49498,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:51.133
2012-05-29 13:47:01,2012-05-29 13:47:01,0.049,192.168.0.250,8.8.8.8,64106,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:00.983
2012-05-29 07:24:37,2012-05-29 07:24:39,1.598,192.168.0.251,184.82.139.38,49181,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:49.592
2012-05-29 11:18:00,2012-05-29 11:18:01,0.048,192.168.0.250,8.8.8.8,54278,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:55.117
2012-05-29 12:20:54,2012-05-29 12:20:54,0.060,192.168.0.250,8.8.8.8,50612,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:57.667
2012-05-29 14:03:08,2012-05-29 14:03:10,1.612,192.168.0.251,184.82.139.38,51181,3178,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:01.625
2012-05-29 12:56:57,2012-05-29 12:56:58,1.562,192.168.0.250,184.82.139.38,50711,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:58.883
2012-05-29 10:33:11,2012-05-29 10:33:13,1.574,192.168.0.250,184.82.139.38,49939,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:53.525
2012-05-29 09:59:51,2012-05-29 09:59:51,0.051,192.168.0.251,8.8.8.8,59574,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:52.708
2012-05-29 15:39:26,2012-05-29 15:39:26,0.058,192.168.0.250,8.8.8.8,55723,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:06.308
2012-05-29 15:19:38,2012-05-29 15:19:38,0.050,192.168.0.250,8.8.8.8,52910,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:05.000
2012-05-29 15:09:39,2012-05-29 15:09:39,0.047,192.168.0.251,8.8.8.8,59938,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:04.550
2012-05-29 09:26:36,2012-05-29 09:26:37,1.573,192.168.0.250,184.82.139.38,49673,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:52.058
2012-05-29 09:17:05,2012-05-29 09:17:06,1.588,192.168.0.250,184.82.139.38,49635,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:51.858
2012-05-29 13:35:37,2012-05-29 13:35:39,1.546,192.168.0.250,184.82.139.38,50943,3178,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:00.550
2012-05-29 09:35:19,2012-05-29 09:35:21,1.509,192.168.0.251,184.82.139.38,49703,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:52.283
2012-05-29 09:48:20,2012-05-29 09:48:20,0.052,192.168.0.251,8.8.8.8,55058,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:52.492
2012-05-29 15:48:09,2012-05-29 15:48:10,1.538,192.168.0.251,184.82.139.38,51917,3178,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:07.116
2012-05-29 08:50:30,2012-05-29 08:50:34,3.910,192.168.0.251,184.82.139.38,49524,3080,TCP,...A.R..,0,0,6,304,2,80,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:51.358
2012-05-29 11:17:28,2012-05-29 11:17:28,0.049,192.168.0.251,8.8.8.8,63738,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:55.117
2012-05-29 13:36:00,2012-05-29 13:36:00,0.050,192.168.0.250,8.8.8.8,50297,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:00.550
2012-05-29 16:20:10,2012-05-29 16:20:10,0.348,192.168.0.251,8.8.8.8,50429,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:10.133
2012-05-29 13:50:26,2012-05-29 13:50:26,0.048,192.168.0.251,8.8.8.8,53576,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:01.192
2012-05-29 14:19:38,2012-05-29 14:19:40,1.589,192.168.0.251,184.82.139.38,51298,3178,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:02.508
2012-05-29 10:29:56,2012-05-29 10:29:56,0.052,192.168.0.250,8.8.8.8,59162,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:53.392
2012-05-29 07:30:25,2012-05-29 12:33:55,18209.992,192.168.0.250,8.8.8.8,62064,53,UDP,........,0,0,4,260,2,162,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:49.692
2012-05-29 11:22:16,2012-05-29 11:22:16,0.050,192.168.0.250,8.8.8.8,57099,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:55.317
2012-05-29 12:44:56,2012-05-29 12:44:57,1.606,192.168.0.250,184.82.139.38,50639,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:58.533
2012-05-29 11:47:36,2012-05-29 15:58:09,15033.119,192.168.0.250,8.8.8.8,62518,53,UDP,........,0,0,4,260,2,162,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:56.275
2012-05-29 15:05:23,2012-05-29 15:05:26,2.298,192.168.0.250,184.82.139.38,51481,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:04.550
2012-05-29 13:28:07,2012-05-29 13:28:09,1.603,192.168.0.250,184.82.139.38,50898,3178,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:00.108
2012-05-29 10:58:57,2012-05-29 10:58:57,0.059,192.168.0.251,8.8.8.8,64979,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:54.358
2012-05-29 11:21:31,2012-05-29 11:21:31,0.050,192.168.0.250,8.8.8.8,49361,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:55.317
2012-05-29 09:31:36,2012-05-29 09:31:36,0.054,192.168.0.250,8.8.8.8,56690,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:52.166
2012-05-29 14:39:06,2012-05-29 14:39:06,0.203,192.168.0.250,8.8.8.8,52294,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:03.192
2012-05-29 15:26:40,2012-05-29 15:26:40,0.049,192.168.0.250,8.8.8.8,60652,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:05.500
2012-05-29 12:15:57,2012-05-29 12:15:58,1.553,192.168.0.251,184.82.139.38,50459,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:57.492
2012-05-29 08:02:28,2012-05-29 08:02:32,3.884,192.168.0.250,184.82.139.38,49337,3080,TCP,...A.R..,0,0,6,304,2,80,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:50.300
2012-05-29 09:54:36,2012-05-29 09:54:37,1.518,192.168.0.251,184.82.139.38,49780,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:52.708
2012-05-29 14:27:05,2012-05-29 14:27:06,1.593,192.168.0.250,184.82.139.38,51251,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:02.725
2012-05-29 14:40:08,2012-05-29 14:40:10,1.591,192.168.0.250,184.82.139.38,51330,3178,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:53:03.408
2012-05-29 13:22:37,2012-05-29 13:22:39,1.570,192.168.0.251,184.82.139.38,50902,3178,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:59.800
2012-05-29 11:01:27,2012-05-29 11:01:29,1.595,192.168.0.251,184.82.139.38,50047,3080,TCP,...A.R..,0,0,6,304,3,120,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:54.542
2012-05-29 08:12:59,2012-05-29 08:12:59,0.060,192.168.0.250,8.8.8.8,55367,53,UDP,........,0,0,2,130,1,81,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,    0.000,    0.000,    0.000,0.0.0.0,17/1,0,2023-10-04 12:52:50.500
